,address,area,building_year,facts,heizkosten,image,kaltmiete,kaution,keywords,nebenkosten,num_rooms,online_id,parking,text_ausstattung,text_description,text_lage,text_sonstiges,text_summary,title,url,warmmiete,postcode,Balcony_Terrace,Elevator
97,10999 Berlin (Kreuzberg),103.0,Baujahr 1956,"Balkon, Terrasse, Gartenmitbenutzung, Kelleranteil, Personenaufzug, Einbauküche, Zentralheizung, Neubau",215 €,https://media-pics1.immowelt.org/1/6/B/4/FB4E70CD41E544C29C08231A323B4B61.jpg,2200.0,6600,"Anzahl Balkone: 1, Anzahl Terrassen: 2",215,3.0,2vbqt48,,"EBK mit Spülmaschine, Ceran-Kochfeld, Dunsthaube mit Außenabzug, Kühlschrank mit 3*-Fach. Eiche-Parkettboden, Feinsteinzeug in Küche und Bad. Gute Aussichten durch fast bodentief ergänzte Dachflächenfenster.
Bad mit Doppel-WT und WM-Stellplatz, Regendusche und sep. 180-cm-Wanne. Video-Gegensprechanlage. Öko-Stromversorgung mit Bestpreis-Garantie über die Vor-Ort-Erzeugung möglich.","Lichtdurchflutete Dachetage komplett neu errichtet. Erstbezug. Aufzug vom EG bis 5. OG, zuzüglich eine Treppe. Exklusiver und origineller Ausbau, u. a. durch offen sichtbaren Dachstuhl. Nutzfläche innen ca. 103 qm, zuzüglich zwei Dachterrassen, davon ca. 5 qm direkt vom Wohnbereich als Velux-Dachbalkon über drei Balkenfelder, zusätzlich 35 qm Panorama-Aufdach-Terrasse über Treppe vom Wohnraum mit Blick über ruhigen grünen Innenhof und die historischen Engelbeckenhöfe zum Fernsehturm. Gesamt-Nutzfläche Innen- und Außenbereiche ca. 143 qm, durch Dachschrägen DIN-Wfl.: ca. 86 qm.
Ökologisch und energetisch auf höchstem Niveau: Durchgehende Auf-Sparrendämmung aus wohngesunden umweltfreundlichen Pflanzenfasern für ein verbessertes Wohnraumklima, weniger als 50 % Wärmeenergiebedarf gegenüber EnEV-Neubau-Mindeststandard. Photovoltaikbedachung zur anteiligen Stromselbstversorgung der örtlichen Haushalte sowie Blockheizkraftwerk zur Strom- und Wärmeerzeugung, Dreifachverglasung, geregelte Lüftung, sommerlicher Wärmeschutz durch Außenbeschattung der Dachflächenfenster.","Kreuzberg SO 36 (Luisenstadt), zwischen Oranienplatz und Engelbecken, viel Grün in unmittelbarer Nachbarschaft durch den Luisenstädtischen Kanal, welcher als Grünzug Urbanhafen, Engelbecken und Spree verbindet. Sämtliche Einrichtungen der innerstädtischen Versorgungsstruktur in unmittelbarer Nähe fußläufig erreichbar.
Künstlerhaus Bethanien, Oranienstraße und das bunte Kreuzberger Leben bestimmen die Athmosphäre des Umfeldes unmittelbar am ehemaligen Mauerstreifen nach Alt-Mitte.
U-1-Kottbusser Tor und U-8-Moritzplatz sind in je 10 Min. fußläufig erreichbar, direkte Busanbindung Richtung Ostbahnhof, weitere ab Oranienplatz wenige Gehminuten entfernt.",,Exklusiver 3-Zimmer-DG-Neubau in Kreuzberg mit Balkon und Panorama-Aufdach-Terrasse,Exklusiver 3-Zimmer-DG-Neubau in Kreuzberg mit Balkon und Panorama-Aufdach-Terrasse Penthouse Berlin (2VBQT48) ,https://www.immowelt.de/expose/2vbqt48,215 €,10999,True,True
98,"12489 Berlin (Adlershof), Dörpfeldstraße 18",44.48,Baujahr 2019,"Balkon, Einbauküche, Zentralheizung, frei, Neubau","1,30 €",https://media-pics2.immowelt.org/B/1/1/B/E5DCE7DCFE8848DFBC716CDA3A6CB11B.jpg,690.88,3,,"1,30",2.0,2vldb4e,,,"Das Wohn- und Geschäftshaus Dörpfeldstraße 18 wurde in den Jahren 2018 / 2019 umfassend saniert, umgebaut und erweitert. Dadurch haben alle Wohnungen einen Neubaustatus. Die hier angebotene Wohnung befindet sich im 3. OG und ist mit Bad mit Dusche, Einbauküche und Balkon ausgestattet. Die Fußböden der Zimmer haben einen Laminatboden. der integrierte Küchenbereich sowie das Bad ist gefliest.",Die Adlershofer Dörpfeldstraße ist eine beliebte Einkaufsstraße im Stadtbezirk Treptow/Köpenick. Das Haus Nr. 18 befindet sich unweit des S-Bahnhofs Adlershof. Westlich davon sind in den letzten Jahren viele Institute u.a. der Humboldt-Universität entstanden. Zum Flughafen Schönefeld gelangt man schnell mit dem Bus oder der S-Bahn. Die Straßenbahn verbindet den Wissenschaftsstandort mit Köpenick und Schöneweide.,,"2 R Wohnungen  Dörpfeldstraße Adlershof, nähe Bahnhof","2 R Wohnungen  Dörpfeldstraße Adlershof, nähe Bahnhof Wohnung Berlin (2VLDB4E) ",https://www.immowelt.de/expose/2vldb4e,"1,30 €",12489,True,False
99,"13581 Berlin (Spandau), Grünhoferweg 28",59.22,Baujahr 2020,"Terrasse, Kelleranteil, Einbauküche, Zentralheizung",178 €,https://media-pics1.immowelt.org/5/5/5/1/FB6397C3979C4C818B894A4F8BE71555.jpg,810.0,"2.430,00","Anzahl der Schlafzimmer: 1, Anzahl der Badezimmer: 1, Anzahl Terrassen: 1, 5 Etagen, Distanz zum Kindergarten: 0.60, Distanz zur Grundschule: 0.40, Distanz zum Gymnasium: 1.60, Distanz zur Autobahn: 8.90",178,2.0,2vwak4e,,"- Einbauküche mit Markengeräten
- Fußbodenheizung in der gesamten Wohnung
- Balkon, Terrasse oder Dachterrasse
- bodentiefe Fenster
- elektrischer Sonnenschutz im Erdgeschoss, Plissées in den Obergeschossen
- Eichenechtholzparkett in den Wohnbereichen und Fluren
- Glattweiße Wände
- Dusch- und Wannenbäder mit großformatigen Fliesen, Handtuchheizkörpern, hochwertigen Armaturen und Markenfabrikat-Einbauten
- Waschmaschinenanschluss in jeder Wohnung
- Aufzug zu allen Geschossen
- Gegensprechanlage
- Mieterkeller",,,"ANFRAGEN BITTE ÜBER DAS KONTAKTFORMULAR
Bei den Bildern handelt es sich um unverbindliche Visualisierungen. Gerne können Sie sich im Zuge einer Besichtigung vom LUI überzeugen.
WEITERE INFOS UNTER LUI-SPANDAU.DE
HAFTUNGSAUSSCHLUSS:
Diese Anzeige dient nur der ersten Information und stellt kein Vertragsangebot dar. Die Anzeige begründet keine vertraglichen Ansprüche. Der Inhalt und die Angaben wurden nach bestem Wissen und Gewissen ermittelt. Für Richtigkeit und Vollständigkeit wird keine Haftung übernommen. Die Grundrisse sind nicht zur Maßentnahme geeignet. Bei den Flächenangaben handelt es sich um Planmaße. Bei den Objektbildern handelt es sich um unverbindliche Visualisierungen.
Bei Rückfragen stehe ich Ihnen gerne zur Verfügung.",Neubau! Exklusive Wohnung mit moderner Einbauküche und Terrasse,Neubau! Exklusive Wohnung mit moderner Einbauküche und Terrasse Wohnung Berlin (2VWAK4E) ,https://www.immowelt.de/expose/2vwak4e,178 €,13581,True,False
100,"13581 Berlin (Spandau), Grünhoferweg 28",96.0,Baujahr 2020,"Balkon, Terrasse, Kelleranteil, Einbauküche, Zentralheizung",288 €,https://media-pics1.immowelt.org/6/E/7/1/D1A5395A01584AFAB6F0B914802017E6.jpg,1360.0,"4.080,00","Anzahl der Schlafzimmer: 1, Anzahl der Badezimmer: 1, Anzahl Balkone: 1, Anzahl Terrassen: 1, 5 Etagen, Distanz zum Kindergarten: 0.60, Distanz zur Grundschule: 0.40, Distanz zum Gymnasium: 1.60, Distanz zur Autobahn: 8.90",288,3.0,2vzbk4e,,"- Einbauküche mit Markengeräten
- Fußbodenheizung in der gesamten Wohnung
- Balkon, Terrasse oder Dachterrasse
- bodentiefe Fenster
- elektrischer Sonnenschutz im Erdgeschoss, Plissées in den Obergeschossen
- Eichenechtholzparkett in den Wohnbereichen und Fluren
- Glattweiße Wände
- Dusch- und Wannenbäder mit großformatigen Fliesen, Handtuchheizkörpern, hochwertigen Armaturen und Markenfabrikat-Einbauten
- Waschmaschinenanschluss in jeder Wohnung
- Aufzug zu allen Geschossen
- Gegensprechanlage
- Mieterkeller",,,"ANFRAGEN BITTE ÜBER DAS KONTAKTFORMULAR
Bei den Bildern handelt es sich um unverbindliche Visualisierungen. Gerne können Sie sich im Zuge einer Besichtigung vom LUI überzeugen.
WEITERE INFOS UNTER LUI-SPANDAU.DE
HAFTUNGSAUSSCHLUSS:
Diese Anzeige dient nur der ersten Information und stellt kein Vertragsangebot dar. Die Anzeige begründet keine vertraglichen Ansprüche. Der Inhalt und die Angaben wurden nach bestem Wissen und Gewissen ermittelt. Für Richtigkeit und Vollständigkeit wird keine Haftung übernommen. Die Grundrisse sind nicht zur Maßentnahme geeignet. Bei den Flächenangaben handelt es sich um Planmaße. Bei den Objektbildern handelt es sich um unverbindliche Visualisierungen.
Bei Rückfragen stehe ich Ihnen gerne zur Verfügung.",NEUBAU! Traumhafte 3-Zimmer Wohnung mit Wannenbad und Terrasse,NEUBAU! Traumhafte 3-Zimmer Wohnung mit Wannenbad und Terrasse Etagenwohnung Berlin (2VZBK4E) ,https://www.immowelt.de/expose/2vzbk4e,288 €,13581,True,False
101,"13597 Berlin (Spandau), Plantage 9",38.0,Baujahr 2020,"Balkon, Terrasse, Garten, Gartenmitbenutzung, Kelleranteil, saniert, Zentralheizung",50 €,https://media-pics2.immowelt.org/F/1/E/8/9D6CF18EAE63475AB412FFE4012D8E1F.jpg,600.0,1800,"Anzahl Balkone: 1, Anzahl Terrassen: 1, Balkon",50,1.0,2q2y34g,,"1. 1 Zimmer , Küche und Bad frisch saniert
2. Holzparkett in allen Wohnräumen
3. Großfliesen im Bad
4. Ebenerdige Dusche im Bad
5. Fußbodenheizung im Bad
6.Komplette LAN-Verkabelung der Wohnung ist vorhanden
7. Einbauküche: Die Einbauküche ist aus Nov.2019 und kann bei Interesse erworben werden
8. Balkon mit 4x1,50 m2","Es handelt sich um eine sehr hochwertig sanierte 1-Zimmer Wohnung im Hochparterre.
Erstbezug nach Vollsanierung.
Eine Fußbodengleiche Dusche ist vorhanden.","Die Immobilie liegt in Alleinlage an der Havel, Adresse Plantage  9 in 13597 Spandau.
Direkt VIS-A-VIS des Havelufers finden Sie:
Den ICE_Bhf-Spandau (mit A- und U-Bahn und Busbhf)
Die Spandau Arkaden
Die Altstadt Spandau mit Karstadt und Fußgängerzone, das Rathaus
Die Wohnung verfügt über einen Balkon.
Sie erreichen die Wohnung über den BHF. Spandau oder Stresow.",,"Wasserblick, sanierte 1-Zi. -Wohnung im  EG (Hochparterre)  Nähe ICE- und S-Bahnhof, Erstbezug nach Sanierung","Wasserblick, sanierte 1-Zi. -Wohnung im  EG (Hochparterre)  Nähe ICE- und S-Bahnhof, Erstbezug nach Sanierung Apartment Berlin (2Q2Y34G) ",https://www.immowelt.de/expose/2q2y34g,50 €,13597,True,False
102,"13581 Berlin (Spandau), Grünhoferweg 40",67.66,Baujahr 2020,"Balkon, Kelleranteil, Einbauküche, Zentralheizung",203 €,https://media-pics1.immowelt.org/0/9/E/C/D8CD739EA1C14464974011B2C3E7CE90.jpg,940.0,"2.820,00","Anzahl der Schlafzimmer: 1, Anzahl der Badezimmer: 1, Anzahl Balkone: 1, 5 Etagen, Distanz zum Kindergarten: 0.60, Distanz zur Grundschule: 0.40, Distanz zum Gymnasium: 1.60, Distanz zur Autobahn: 8.90",203,2.0,2vfck4e,,"- Einbauküche mit Markengeräten
- Fußbodenheizung in der gesamten Wohnung
- Balkon, Terrasse oder Dachterrasse
- bodentiefe Fenster
- elektrischer Sonnenschutz im Erdgeschoss, Plissées in den Obergeschossen
- Eichenechtholzparkett in den Wohnbereichen und Fluren
- Glattweiße Wände
- Dusch- und Wannenbäder mit großformatigen Fliesen, Handtuchheizkörpern, hochwertigen Armaturen und Markenfabrikat-Einbauten
- Waschmaschinenanschluss in jeder Wohnung
- Aufzug zu allen Geschossen
- Gegensprechanlage
- Mieterkeller",,,"ANFRAGEN BITTE ÜBER DAS KONTAKTFORMULAR
Bei den Bildern handelt es sich um unverbindliche Visualisierungen. Gerne können Sie sich im Zuge einer Besichtigung vom LUI überzeugen.
WEITERE INFOS UNTER LUI-SPANDAU.DE
HAFTUNGSAUSSCHLUSS:
Diese Anzeige dient nur der ersten Information und stellt kein Vertragsangebot dar. Die Anzeige begründet keine vertraglichen Ansprüche. Der Inhalt und die Angaben wurden nach bestem Wissen und Gewissen ermittelt. Für Richtigkeit und Vollständigkeit wird keine Haftung übernommen. Die Grundrisse sind nicht zur Maßentnahme geeignet. Bei den Flächenangaben handelt es sich um Planmaße. Bei den Objektbildern handelt es sich um unverbindliche Visualisierungen.
Bei Rückfragen stehe ich Ihnen gerne zur Verfügung.",Einzelbesichtigungen! Attraktive 2-Zimmer Wohnung mit moderner EBK und Balkon,Einzelbesichtigungen! Attraktive 2-Zimmer Wohnung mit moderner EBK und Balkon Etagenwohnung Berlin (2VFCK4E) ,https://www.immowelt.de/expose/2vfck4e,203 €,13581,True,False
103,"14057 Berlin (Westend), Kaiserdamm 84",114.28,Baujahr 1911,"Balkon, Bad mit Wanne, Kelleranteil, saniert, Personenaufzug, Einbauküche, Zentralheizung",170 €,https://media-pics1.immowelt.org/4/1/E/5/DB44A30A5E6E4775B0600DDE57495E14.jpg,1320.72,3,Anzahl Balkone: 1,170,3.0,2vpbg4e,,"- Saniert und modernisiert in 2017
- Modernes Badezimmer mit viel Tageslicht, Dusche,
- Badewanne und Waschmaschinenanschluss
- Großzügiges Wohnzimmer mit Zugang zum
Balkon und Durchgang zum Berliner Zimmer
- Stilvolle Stuckelemente sowie weitere
Altbaustilelemente, wie z.B. Doppelkastenfenster
- Berliner Zimmer als sehr großzügiges, ruhig
gelegenes Schlafzimmer
- Hochwertiger Parkettboden in allen Zimmern
- Wohnküche in einem charmanten
Erkerzimmer mit stilvoller, anthrazitfarbener
hochglanz Einbauküche inkl. elektrischer Geräte
(exkl. Kühlschrank)
- Gespachtelte, weiße Wände und hohe Decken
- Einladende Diele mit Zugang zu allen Räumen
- Deckenspots in Bad, Küche und Diele",Die hier angebotene Wohnung besticht durch ihre großzügige Raumaufteilung und charmante Altbaustilelemente wie z.B. Stuck und Doppelkastenfenster. Sie wurde im Jahr 2017 hochwertig saniert und verfügt daher über eine moderne Bad- und Küchenausstattung sowie einen gepflegten Parkettboden.,"Die Wohnung befindet sich im beliebten Berliner Stadtteil Charlottenburg. Zahlreiche Cafés,
Restaurants sowie Geschäfte für den täglichen Bedarf befinden sich in direkter Umgebung. Für Naturliebhaber
ist der nur 800 Meter entfernte Lietzenseepark ein idealer Ort zum Entspannen.
Dank dem nahe gelegenen Theodor- Heuss Platz, dem ZOB (Zentraler Omnibus Bahnhof) und dem U- Bahnhof
Kaiserdamm sind Sie hervorragend an den öffentlichen Nahverkehr angebunden.",,Großzügige Altbauwohnung nahe Theodor- Heuss- Platz,Großzügige Altbauwohnung nahe Theodor- Heuss- Platz Wohnung Berlin (2VPBG4E) ,https://www.immowelt.de/expose/2vpbg4e,170 €,14057,True,True
104,"13581 Berlin (Spandau), Grünhoferweg 34",88.95,Baujahr 2020,"Terrasse, Einbauküche, Zentralheizung",267 €,https://media-pics2.immowelt.org/8/E/3/2/088AC1A95B64430591195E38FC7C23E8.jpg,1140.0,"3.420,00","Anzahl der Schlafzimmer: 2, Anzahl der Badezimmer: 1, Anzahl Terrassen: 1, 5 Etagen, Distanz zum Kindergarten: 0.60, Distanz zur Grundschule: 0.40, Distanz zum Gymnasium: 1.60, Distanz zur Autobahn: 8.90",267,3.0,2vxrk4e,,"- Einbauküche mit Markengeräten
- Fußbodenheizung in der gesamten Wohnung
- Balkon, Terrasse oder Dachterrasse
- bodentiefe Fenster
- elektrischer Sonnenschutz im Erdgeschoss, Plissées in den Obergeschossen
- Eichenechtholzparkett in den Wohnbereichen und Fluren
- Glattweiße Wände
- Dusch- und Wannenbäder mit großformatigen Fliesen, Handtuchheizkörpern, hochwertigen Armaturen und Markenfabrikat-Einbauten
- Waschmaschinenanschluss in jeder Wohnung
- Aufzug zu allen Geschossen
- Gegensprechanlage
- Mieterkeller",,,"ANFRAGEN BITTE ÜBER DAS KONTAKTFORMULAR
Bei den Bildern handelt es sich um unverbindliche Visualisierungen. Gerne können Sie sich im Zuge einer Besichtigung vom LUI überzeugen.
WEITERE INFOS UNTER LUI-SPANDAU.DE
HAFTUNGSAUSSCHLUSS:
Diese Anzeige dient nur der ersten Information und stellt kein Vertragsangebot dar. Die Anzeige begründet keine vertraglichen Ansprüche. Der Inhalt und die Angaben wurden nach bestem Wissen und Gewissen ermittelt. Für Richtigkeit und Vollständigkeit wird keine Haftung übernommen. Die Grundrisse sind nicht zur Maßentnahme geeignet. Bei den Flächenangaben handelt es sich um Planmaße. Bei den Objektbildern handelt es sich um unverbindliche Visualisierungen.
Bei Rückfragen stehe ich Ihnen gerne zur Verfügung.",Attraktive 3-Zimmer Wohnung mit moderner Einbauküche und Terrasse,Attraktive 3-Zimmer Wohnung mit moderner Einbauküche und Terrasse Wohnung Berlin (2VXRK4E) ,https://www.immowelt.de/expose/2vxrk4e,267 €,13581,True,False
105,"13581 Berlin (Spandau), Grünhoferweg 36",88.61,Baujahr 2020,"Balkon, Einbauküche, Zentralheizung",266 €,https://media-pics2.immowelt.org/F/4/4/E/CF1D68AF80894390BCD72DF9C36EE44F.jpg,1190.0,"3.570,00","Anzahl der Schlafzimmer: 2, Anzahl der Badezimmer: 1, Anzahl Balkone: 1, 5 Etagen, Distanz zum Kindergarten: 0.60, Distanz zur Grundschule: 0.40, Distanz zum Gymnasium: 1.60, Distanz zur Autobahn: 8.90",266,3.0,2vgtk4e,,"- Einbauküche mit Markengeräten
- Fußbodenheizung in der gesamten Wohnung
- Balkon, Terrasse oder Dachterrasse
- bodentiefe Fenster
- elektrischer Sonnenschutz im Erdgeschoss, Plissées in den Obergeschossen
- Eichenechtholzparkett in den Wohnbereichen und Fluren
- Glattweiße Wände
- Dusch- und Wannenbäder mit großformatigen Fliesen, Handtuchheizkörpern, hochwertigen Armaturen und Markenfabrikat-Einbauten
- Waschmaschinenanschluss in jeder Wohnung
- Aufzug zu allen Geschossen
- Gegensprechanlage
- Mieterkeller",,,"ANFRAGEN BITTE ÜBER DAS KONTAKTFORMULAR
Bei den Bildern handelt es sich um unverbindliche Visualisierungen. Gerne können Sie sich im Zuge einer Besichtigung vom LUI überzeugen.
WEITERE INFOS UNTER LUI-SPANDAU.DE
HAFTUNGSAUSSCHLUSS:
Diese Anzeige dient nur der ersten Information und stellt kein Vertragsangebot dar. Die Anzeige begründet keine vertraglichen Ansprüche. Der Inhalt und die Angaben wurden nach bestem Wissen und Gewissen ermittelt. Für Richtigkeit und Vollständigkeit wird keine Haftung übernommen. Die Grundrisse sind nicht zur Maßentnahme geeignet. Bei den Flächenangaben handelt es sich um Planmaße. Bei den Objektbildern handelt es sich um unverbindliche Visualisierungen.
Bei Rückfragen stehe ich Ihnen gerne zur Verfügung.",Stilvolle 3-Zimmer Wohnung zum Erstbezug in Spandau! Einzelbesichtigungen mögl,Stilvolle 3-Zimmer Wohnung zum Erstbezug in Spandau! Einzelbesichtigungen mögl Etagenwohnung Berlin (2VGTK4E) ,https://www.immowelt.de/expose/2vgtk4e,266 €,13581,True,False
106,"13359 Berlin (Gesundbrunnen), Gottschalkstr. 19",59.0,Baujahr 1912,"Loggia, Kelleranteil, saniert, Einbauküche, Dielenboden",90 €,https://media-pics1.immowelt.org/3/A/A/6/6AAEE19F633548159EEE85EF11FC6AA3.jpg,840.0,3,,90,2.0,2gyrc4d,,"Die vollständig möblierte Wohnung verfügt über ein ca. 19 qm großes Wohnzimmer mit Tür zur Loggia und ein 17 qm großes Schlafzimmer mit Doppelbett, das zum Hof gelegen ist. Die mit 10 qm geräumige Küche ist mit einer neuwertigen Einbauküche ausgestattet. Das Duschbad hat ein Fenster. Im Duschbad ist ein Waschtrockner installiert. Im Schlafzimmer befindet sich ein raumhoher Einbaukleiderschrank mit Kleiderlift. In den Zimmern und im Flur liegt abgeschliffener historischer Dielenboden.
Der Wohnung zugeordnet ist ein Kellerabteil im Keller des Seitenflügels.
Die hauseigene Satellitenempfangsanlage ermöglicht mit dem vorhandenen Samsung HD TV-Gerät den gebührenfreien Empfang vieler Sender, darunter auch hochauflösendes HD-Fernsehen der öffentlich-rechtlichen Sender.
Der Sicherheit dient die vorhandene Video-Sprechanlage, über die Besucher von der Wohnung aus identifiziert und eingelassen werden können.
Auf dem Hof befinden sich Fahrradstellplätze in ausreichender Anzahl.","Die Wohnung liegt im Vorderhaus eines Mehrfamilienhauses mit Baujahr 1912. Im Vorderhaus und im Seitenflügel befinden sich insgesamt 23 Wohnungen.
Das Wohnzimmer und die Loggia liegen zur Straße, die als Wohnstraße nur Anliegerverkehr hat. Das Gegenüber der Loggia ist keine Hausfassade, sondern ein begrünter Parkplatz. Aus dem Schlafzimmer und der Küche blickt man auf einen baumbestandenen Hof, der aber aufgrund des großen Abstands zur Nachbarbebauung keine typische Hinterhofatmosphäre verbreitet.","Die Gottschalkstraße ist eine ruhige, baumbestandene Wohnstraße im Ortsteil Gesundbrunnen von Berlin-Mitte an der Grenze zu Pankow. Die Wohnlagenqualität ist laut Sachverständigengutachten als normal bis gut eingestuft und entspricht eher dem benachbarten Florakiez von Pankow als dem benachbarten Wedding. Das Straßenbild der Gottschalkstraße ist stark geprägt durch modernisierte Häuser mit neoklassizistischen Fassaden und einige Neubauten. Für die Nachtruhe sehr förderlich ist es, dass es auf der Straße nur Anliegerverkehr gibt.
Der Bürgerpark Pankow und der Volkspark Schönholzer Heide sind in 10 Minuten Fußweg zu erreichen, Jogger brauchen nur 3 Minuten.
Der S-Bahnhof Wollankstraße ist 264 m entfernt. Bis zum S-Bahnhof Friedrichstraße fährt die S-Bahn 13 Minuten. Eine Bushaltestelle ist in 5 Gehminuten erreichbar, mit dem Bus erreicht man den U-Bahnhof Pankstraße in 6 Minuten.
Läden für den alltäglichen Bedarf befinden sich in der Wollankstraße, in die die Gottschalkstraße einmündet. REWE und Netto liegen im Umkreis von 600 m. Die Gottschalkstr. 19 sowie die Nachbarbebauung und die umliegenden Straßen lassen sich in der Karte über Google Streetview oder Microsoft Bing Maps aufrufen.",,Möblierte 2-Zimmerwohnung mit Loggia in einem Haus mit altberliner Charme,Möblierte 2-Zimmerwohnung mit Loggia in einem Haus mit altberliner Charme Etagenwohnung Berlin (2GYRC4D) ,https://www.immowelt.de/expose/2gyrc4d?bc=13,90 €,13359,False,False
