address,area,attic,available_from_date,available_to_date,balcony,bath,bath_availability,bike_cellar,cable_tv,carpet,cellar,dishwasher,elevator,energy_building_year,energy_certificate_type,energy_consumption,energy_efficiency_class,energy_source,flatshare_friendly,floor_level,floorboards,freetext_area_description,freetext_other,freetext_property_description,furnished,garden,geo_latitude,geo_longitude,green_energy,guest_toilet,handicap_accessible,heating,heizungskosten,image,internet_dsl,internet_dsl_speed,internet_flatrate,internet_provider_change,internet_wlan,kaltmiete,kaution,kitchen_availability,laminate,linoleum,nebenkosten,num_rooms,offer_id,offer_in_exchange,online_tour,parking_option,parquet,partly_furnished,pets_allowed,phone_analog,phone_flatrate,phone_isdn,phone_voip,postcode,preis_qm_kalt,public_transport_in_minutes,satellite_tv,shared_garden,shower,smoking_is_allowed,terrace,tiles,title,underfloor_heating,url,warmmiete,washing_machine
Böcklinstraße,65,0,2020-07-01,0000-00-00,0,0,0,0,,0,0,0,0,,,,,,2,2,1,"Ideale Lage mitten im Boxhagener Kiez und nur wenige Gehminuten vom Ostkreuz und somit perfekt an den ÖPNV angebunden. Zahlreiche Bars, Cafes und Restaurants sind in unmittelbarer Nähe


//

Ideally located in the middle of the Boxhagener Kiez district and only a few minutes' walk from Ostkreuz and thus perfectly connected to public transport. Numerous bars, cafés and restaurants are in the immediate vicinity",,"Sehr schöne, kürzlich sanierte 2 Zimmer Wohnung mit neuwertiger Küche und schickem Bad.
Ideale Lage mitten im Boxhagener Kiez und nur wenige Gehminuten vom Ostkreuz und somit perfekt an den ÖPNV angebunden. Zahlreiche Bars, Cafes und Restaurants sind in unmittelbarer Nähe. Die Wohnung befindet sich im Hinterhaus und ist somit sehr ruhig gelegen. Wohnung bietet genügend Stauraum und verfügt dazu auch über einen Keller.

Verfügbar zum 01.Juli.

Ich werde keine Massenbesichtigung durchführen. Daher schreibt mir bei Interesse bitte ein paar Worte über Dich/Euch. 

++++++++++

Very nice, recently renovated 2 room apartment with new kitchen and chic bathroom.
Ideally located in the middle of the Boxhagener Kiez and only a few walking minutes from Ostkreuz and therefore perfectly connected to the public transport. The apartment is located in the rear building and is therefore very quiet. The apartment offers enough storage space and also has a cellar.

Available as of July 1.

I'm not gonna do a mass viewing. So if you are interested, please write me a few words about yourself.",0,0,52.506256,13.465651,0,0,2,0,,,,,,,,1050,3150,0,0,0,95,2,8031548,,,0,0,0,,,,,,10245,16.153846153846153,0,,0,1,,0,0,Schöne sanierte 2-Raum Wohnung im Traumkiez // Beautiful renovated 2 room flat in perfect location,0,,1145,0
Billy-Wilder-Promenade 23,94,0,2020-06-15,2020-07-01,1,1,0,0,,0,0,1,1,,,,,,1,3,0,,,"Zwischen Mieter gesucht 

Tolle ,Hight  classe Möblierte Loft  Wohnung  ,erst für zwischen Miete aber auch mit Vertrag Übernahme  Möglichkeit  wird ab dem 15.06 .2020 oder 01.07  .2020 vermietet . 
Wir wünschen Schufa Auskunft ,3 letzte lohnabrechnungen, pass Kopien ..
017672774062 
Wg geeignet
 aber nur für 2 Personen .drittes Zimmer ist mit Küche zusammen . Eher für eine Paar  und noch eine  Mitbewohner gesegnet .",1,0,52.419612,13.286979,1,0,1,1,,,,,,,,1055,2000,1,0,0,230,3,8022128,,,1,1,1,,,,,,14167,11.22340425531915,0,,0,0,,1,0,"3 Zimmer ,Loft ,moderne Ausstattung,Möblierte Wohnung",1,,1535,1
Dahmestraße 7,179,0,2020-06-30,0000-00-00,1,1,0,1,,0,1,1,1,2013,,,,6,2,4,1,10 Meter vom Wasser entfernt. Fantastischer Blick!!,,"Bei dieser ansprechenden Immobilie handelt es sich um neuwertige eine Penthouse-Wohnung in der dritten Etage, die durch eine luxuriöse Innenausstattung besticht und zum 15.05.2020 bezogen werden kann. Ein Badezimmer und ein separates Gäste-WC zählen neben vier schönen Zimmern zu dem Objekt. Die entsprechende Etage lässt sich bequem über einen Fahrstuhl erreichen. Besonders attraktiv wird das Apartment dadurch, dass es nicht nur einen Balkon gibt, sondern auch eine riesengroße bepflanzte und beleuchtete Terrasse. Im zugehörigen Gemeinschaftsgarten können die frische Luft genießen und in der Dahme baden. Auf Wunsch ist auch ein Bootsliegeplatz verfügbar, direkt vor dem Haus. In der Innenausstattung mit inbegriffen ist eine Einbauküche, ein sehr grosser begehbarer und beleuchteter Schrank, Klimaanlage, Abstellraum, Alarmanlage uns vieles mehr. Zur Wohnung gehören außerdem noch ein Keller mit praktischem Stauraum und zwei Stellplätze für Ihre Autos. Dadurch gehört langes Parkplatzsuchen der Geschichte an.",1,0,52.420089,13.580253,2,1,1,4,,,,,,,,1200,1200,1,0,0,150,4,7981340,,,5,1,0,,,,,,12527,6.70391061452514,5,,0,1,,1,0,"Wunderschöne Penthouse Maisonette Wohnung in Berlin, Grünau (Köpenick)",1,,1350,1
Wismarplatz,54,0,2020-08-01,0000-00-00,0,1,0,0,,0,0,0,0,,,,,,1,3,0,"U Bahn Samariterstraße fußläufig in 5 Minuten, S Bahn in 10 Minuten.","Ich habe eine unbefristete Festanstellung sowie eine positive Schufa. Das Einkommen des oder der Interessenten muss das dreifache der Warmmiete ausmachen.

Es wird ausdrücklich darauf hingewiesen, dass die im Inserat angegebene Miete diejenige Miete ist, welche im Mietvertrag vereinbart werden wird.
Während der Geltungsdauer des Berliner Mietendeckels (MietenWoG Bln) wird als Zahlbetrag bis auf weiteres lediglich die Nettokaltmiete gem. Mietendeckel in Höhe von 490 € von dem Vermieter entgegengenommen werden.
Insbesondere wird sich der Vermieter im Mietvertrag die Nachforderung von Differenzen und zukünftig vollständige Zahlung insbesondere für den Fall vorbehalten, dass der Berliner Mietendeckel (MietenWoG Bln) ganz oder teilweise verfassungswidrig bzw. nichtig ist, endet oder außer Kraft tritt.","Swap only!!! Messages with no flat in exchange will be ignored.

Ich tausche meine 54qm große 2 Zimmerwohnung im Friedrichshain, da ich mit meiner Verlobter zusammenziehen möchte:- Altbau mit Isolierglasfenster- französische Balkon zum ruhig und grün Innenhof- Wannenbad- nette, ruhige Nachbarn- unbefristeter Mietvertrag- Fahrradkeller- Keller- Haustiere erlaubt- Einbauküche kann gegen einen Abstand übernommen werden.

Ich suche eine ruhige Wohnung in Friedrichshain, Rummelsburg, Karlshorst, Lichtenberg, Weissensee oder Prenzlauer Berg:- mindestens 70qm und 3 oder 4 Zimmer groß- unbefristeter Mietvertrag- Haustiere müssen erlaubt sein- Balkon- Einbauküche- Keller",0,0,52.511284,13.463684,3,0,2,1,,,,,,,,563,1500,0,0,0,140,2,8011041,,,0,0,0,,,,,,10247,10.425925925925926,5,,0,0,,0,0,Swap only! Please read! Nur Tausch! | 2-Zimmerw. gegen 3-Zimmerw. Friedrichshain,0,,703,0
Oderstraße,63,0,2020-08-01,0000-00-00,1,1,0,1,,0,1,1,0,1930,,,,6,1,5,1,,,"Wir tauschen unsere wunderschöne, ruhige und sonnige 2-Zimmer-Wohnung mit Balkon direkt am Tempelhofer Feld gegen eine 3-4 Zimmerwohnung in vergleichbar schöner, grüner und ruhiger Lage für nicht mehr als 1200 Warmmiete bitte!

Die Wohnung ist ca. 63 qm groß und verfügt über zwei Zimmer, ein Zimmer 18qm und das andere 22 qm mit Balkon 

4. Stock und gleichzeitig auch das oberste Stockwerk!

Badezimmer: gefließt mit Badewanne

Küche: vollständig möbliert mit Steinboden

geräumiger Keller

ruhige und nette Nachbarn

Die Wohnung kann offziell in 3 Monaten oder bei Übernahme der Wohnung im Ist-Zustand sofort vermietet werden! Sie können mich gerne jederzeit kontaktieren und sich die Wohnung anschauen!",0,0,52.472132,13.419986,0,0,2,4,,,,,,,,600,1800,0,0,0,218,2,5574837,,,1,0,1,,,,,,12049,9.523809523809524,5,,0,1,,1,0,Tausche sonnige 2-Zimmerwohnung mit wunderschönem Ausblick und Balkon gegen eine 3/4 Zimmer-Wohnung in vergleichbar grüner&schöner! Lage!!! Only in exchange!,0,,818,1
Ringstraße,64,0,2020-07-01,0000-00-00,0,0,0,0,,0,0,0,0,,,,,,2,0,0,,,"NUR TAUSCH! // SWAP ONLY

BIETE: Diese schöne 2 Zimmerwohnung in Tempelhof an. Sie ist super gelegen und direkte Anbindungen zur Schlossstraße. Wichtig:
• KEIN Jobcenter
• geregeltes Einkommen
• unbefristetes Arbeitsverhältnis
• Nettoeinkommen mind. das Dreifache der Miete

SUCHE: Eine schöne 1,5-2 Zimmerwohnung in Steglitz / Friedenau / Dahlem oder Wilmersdorf.... alles in City West ist okay.
• Miete Max. 500€ Warm !!

Unseriöse Nachrichten und Interessenten werden nicht beachtet.

Freue mich auf eure Anfragen :-)",0,0,52.436847,13.293139,0,0,2,0,,,,,,,,600,,0,0,0,,2,8034157,,,0,0,0,,,,,,31,9.375,0,,0,0,,0,0,"SWAP ONLY / NUR TAUSCH 2 Zimmer gegen 1,5",0,,600,0
Elberfelder Straße,64,0,2020-08-01,0000-00-00,1,1,0,0,,0,1,0,0,,,,,,1,3,1,"Nur eine Querstraße runterlaufen und man ist direkt an der Spree. Tolle Restaurants und Cafés im Kiez.
Und auch Nachbarn sind einfach super!","Suchen eine Wohnung/Haus zum Tausch, gern etwas südlicher oder der gleiche Kiez und größer (mind 72 qm), mit Garten / großem Balkon und weiterhin Altbau und Badewanne. Zudem sollte Hundehaltung erlaubt sein.

Auch etwas weniger in Stadtmitte und im Grünen könnten wir uns vorstellen.

Tauschen nur, wenn wirklich alles passt.","*** Nur TAUSCH // Only SWAP *** 

Sehr schöne zwei Zimmer Altbauwohnung in Alt-Moabit im 2. Obergeschoss im Hinterhaus. Großes Wohnzimmer (29qm) und schöne neue abgezogene Dielen. Plus kleiner Balkon und Badewanne, alles was man braucht! Im Schlafzimmer ist sogar noch etwas Stuck vorhanden.",0,0,52.520484,13.335642,1,0,2,1,,,,,,,,490,,0,0,0,100,2,6876898,,,0,0,0,,,,,,10555,7.65625,1,,0,0,,0,0,*** TAUSCH/ SWAP *** - schöner Altbau in Alt-Moabit gegen südlicher,0,,640,0
Wrangelstraße 68,45,0,2020-07-08,0000-00-00,0,0,0,0,,0,0,0,0,,,,,,2,4,1,,,"Wir tauschen unsere traumhafte, sanierte Altbau-Wohnung in bester Lage gegen eine 2-3 Zimmer Wohnung in ähnlichem Zustand und ähnlich schöner Lage.
Hier die Eckdaten für Suchende und nachfolgend unsere Eckdaten für das was wir suchen.

WIR BIETEN:
45 qm - 1 Zimmer Wohnung - 3. Etage VH - für euch 2. Bezug nach Sanierung
Die Wohnung ist hell und hat wunderschönen Stuck an den Wänden.
Küche und Zimmer sind von der Größe schön aufgeteilt, für eine Person ist die Wohnung perfekt. An den Wänden hatten wir nie etwas hängen, daher sind diese auch in einem Top-Zustand. Das sanierte Bad ist zwar klein, aber ebenso in einem super Zustand und verfügt über eine geräumige Dusche und Luftabzug.
Die Lage der Wohnung ist unwahrscheinlich gut. Neben dem pulsierenden Leben am Schlesischen Tor mit unzähligen Cafés, Restaurants, Kneipen und Discos ist ebenso das Maybachufer, die Spree und der Treptower Park fußläufig zu erreichen.

WIR SUCHEN
ab 70 qm gerne auch größer - 2-3 Zimmer - saniert oder top Zustand - sonniger Balkon - maximal 1.500 warm - helle Wohnräume - Etagenwohnung oder DG mit Aufzug o,Ä. (nur kein EG + kein DG ohne Aufzug)
Wir suchen dringend eine größere Wohnung, da die jetzige für uns zu klein ist. Ein Tausch wäre im Prinzip ab sofort möglich, je nach Absprache. Wir fühlen uns in Kreuzberg und Friedrichshain sehr wohl und könnten uns ebenso sehr gut vorstellen in Prenzlauer Berg zu wohnen, weil wir die Gegend so schön finden. Außerdem gefallen uns auch bestimmte Ecken in Mitte (z.B. Richtung Prenzlauer Berg) oder auch in Neukölln (z.B. Kreuzkölln). Wir arbeiten beide in der Modebranche, haben ein Faible für eine schöne Einrichtung und freuen uns auf eine nette Nachbarschaft.

Bitte schreibt uns nur, wenn Ihr eine Wohnung anzubieten habt, die unseren Vorstellungen nah kommen. Wir wissen, dass es alle in Berlin schwer haben eine Wohnung zu finden, aber auch wir lassen uns nun dazu verleiten unsere Wohnung zum Tausch anzubieten, weil wir kaum eine Möglichkeit sehen sonst eine preislich faire Wohnung zu finden. Wir sind uns sicher, dass es noch einige Schätze auf dem Berliner Wohnungsmarkt gibt jenseits der abgehobenen Mietpreise.

Ganz liebe Grüße
Hanno & Susanne",0,0,52.497308,13.445276,0,0,2,1,,,,,,,,480,1880,0,0,0,150,1,7974063,,,2,0,0,,,,,,10997,10.666666666666666,3,,0,1,,0,0,"SWAP 1 Z gegen 2-4 Z in Kreuzberg, Friedrichshain oder Prenzlauer Berg",0,,630,0
Hertastr.,58,0,2020-06-15,0000-00-00,1,1,0,0,,0,1,0,0,,,,,,1,3,0,Die Wohnung befindet sich in der Nähe von S/Ubahn Hermannstrasse-3 Min zu Fuß und S/Ubahn Neukölln-7 Min zu Fuß.,,"BIETE:
Wir bieten unsere gemütliche, helle 2 Zimmer- Altbauwohnung zum Tausch an.
Die Wohnung ist 58 qm groß, liegt im 2. Stock und hat einen kleinen Balkon. Die Küche und das Schlafzimmer sind auf den Hinterhof gerichtet. Die Wohnung hat schöne hohe Decken, aber leider keinen Echtholzboden, sondern Laminat. Die Miete ist sehr günstig und beträgt nur 465 eur kalt.
Zur Wohnung gehört auch ein geräumiger Keller.

SUCHE:
Wir suchen eine 3 oder 4 Zimmerwohnung, mind. 65 qm groß mit einem Balkon. Gern hell und in einer ruhigen Straße in Neukölln/Kreuzberg/Tempelhof/Schöneberg/Friedrichshain/Mitte/Prenzlauerberg.",0,0,52.465784,13.434347,1,0,0,2,,,,,,,,465,,1,1,0,100,2,7661256,,,0,0,0,,,,,,12051,8.017241379310345,5,,1,0,,0,0,*SWAP* 2 Zimmer Whg-gegen 3-4 ZImmer Whg,0,,565,0
Exerzierstr,90,0,2020-07-15,0000-00-00,0,1,0,0,,0,1,1,0,,,,,,1,2,1,,"Wir suchen:- 2 bis 3 Zimmer Wohnung mit Badewanne- bezahlbar- Nähe U Bahn Hermannplatz (Fussweg bis max. 1.5 km Umkreis)","- Wunderschöne 3 Zimmer Wohnung, 90 qm und super geschnitten (WG geeignet)- Wurde 2019 komplett saniert und renoviert- Hohe Decken mit Stuck- Schöner Dielenboden- Badezimmer neu gefliest und mit Badewanne- Möbliert (kann übernommen werden)- 1.OG, mit Zimmern zum Hinterhof und zur Straße, also sehr hell!- tolle, hilfsbereite Nachbar*innen (junge Leute/ Familien/ WGs)- Hausverwaltung ist neu und bisher super!- Wohnung ist zentral gelegen und einfach zu erreichen, S Bahn, U8, U9, U6 und Tram) Nähe Gesundbrunnen..wirklich top Lage- 990€ kalt/ 1160€ warm (keine Staffelmiete!)

Wir suchen:- 2.5 bis 3 Zimmer Wohnung mit Badewanne - bezahlbar- Nähe U Bahn Hermannplatz (Fussweg bis max. 2 km Umkreis)



Bitte nur (Tausch)angebote - alles andere wird ignoriert.",0,1,52.553696,13.376836,1,0,2,1,,,,,,,,900,,1,0,0,140,3,7788348,,,1,1,1,,,,,,13357,10.0,3,,1,0,,0,1,"TAUSCH: Schöne 3 Zi Whg, 90 qm, WG geeignet im trendigen Kiez",0,,1040,0
E,91,0,2020-06-08,0000-00-00,0,1,0,0,,0,1,1,0,1920,,,,,1,2,1,,,"Noch aktuell / NUR TAUSCH! SWAP ONLY +++ Wegen Mietendeckel kann die Kaltmiete im Herbst auf 640€ reduziert werden +++ 😁

Wir bieten:- Wunderschöne und zentral gelegene 3 Zimmer Wohnung, 90 qm und super geschnitten (WG geeignet) und super Lage!- Ruhiges Haus, viel Grün drumherum wie zB Parks, Seen und direkt an der Panke und zentral!- Wurde letztes komplett renoviert und gestrichen- Hohe Decken mit Stuck- Schöner Dielenboden- Badezimmer neu gefliest und mit Badewanne- Möbliert (kann übernommen werden)- 1.OG, mit Zimmern zum Hinterhof und zur Straße. Südseite, also sehr hell!- tolle, hilfsbereite Nachbar*innen (junge Leute/ Familien/ WGs)- Hausverwaltung ist neu und wirklich super!- Wohnung ist zentral gelegen und einfach zu erreichen, S Bahn, U8, U9, U6 und Tram) Nähe Gesundbrunnen..wirklich top Lage- mit Garten und Zugang zur Terrasse vom Café- 900€ kalt/ ab Herbst 640€! (dank Mietbremse/Gesetz)

--- Suche: 2-3 Zi Whg, Nähe Hermannplatz (2km Umkreis). Mit Badewanne. Bezahlbar. Danke",0,1,0.000000,0.000000,1,0,2,1,,,,,,,,900,,1,0,0,140,3,7970844,,,4,0,1,,,,,,13357,9.89010989010989,0,,1,0,,0,1,"🌞 Tausch: 3 Zi, 91qm, Garten, für WG und Familie TOP!",0,,1040,1
Glasgowerstraße 15,60,0,2020-06-08,0000-00-00,1,1,0,0,,0,1,1,0,1910,1,,4,7,1,5,0,"Ruhige Straße 3 Minuten entfernt von U6 Station Rehberge.
Kitas und Schulen in der nähe.

ÖPNV:- 3 Minuten zu Fuss von U6 Station Rehberge.- 1 Station von Rehberge nach Seestraße, von dort Tram- 2 Stationen von Rehberge nach Leopoldplatz, von dort U9 und viele Busen- 3 Stationen von Rehberge nach Wedding, von dort Ring-Bahn S41-S42- 8 Stationen von Rehberge nach Friedrichstraße- Tegel flughafen in der nähe

Grünflächen:- 5 Minuten von Schiller Park- 15 Minuten von Volkspark Rehberge- Plötzensee in der nähe

Einkaufen:- Kaufland 10 Min. zu Fuss entfernt.- Real 20 Minuten zu Fuss entfernt.- 30 Minuten / 2 U-bahn Stationen von Genter Wochenmarkt Mittwoch + Samstag (U6-U9 LeopoldPlatz) - 2 U-Bahn Stationen zur Kurt-Schumacher Platz ""Der Clou"" Einkaufszentrum- Spätis gleich am Ecke.","- 4. Etage ohne Aufzug- Nicht raucher- Kein Haustier- Fahrrad Parkplatz im Hof","Schöne Wohnung im Altbau.
Im 2018-2019 renoviert:- Strom- Decke- Boden- Wände

Mobilierte Zimmern:- 1 Wohnzimmer / Große Schlafzimmer mit Einzelbett, Tisch, Stühlen, Schränken- 1 Schlafzimmer mit Doppelbett, Schränke- Große ausgestattete Kuche mit Esstisch und Stühlen- Badezimmer mit Bad- Flur- Wintergarten mit Stühlen",1,0,52.557161,13.342304,1,0,2,1,,,,,,,,800,1000,1,1,0,200,2,7632398,,,1,0,0,,,,,,13349,13.333333333333334,3,,0,0,,0,0,Berlin Wedding - Rehberge (U6) - 2 Zimmer Wohnung - 4. Stock,0,,1200,1
Paulsborner Straße 92,67,0,2020-07-01,0000-00-00,0,1,0,1,,0,1,0,0,,,,,,1,4,1,,,"Hey, ich würde gern meine schöne Zweizimmerwohnung in der Paulsborner Straße gegen eine Einzimmerwohnung tauschen.
Meine Wohnung liegt in einem malerischen Hinterhof, verfügt über sehr hohe Räumen und ist ausgesprochen hell. Zudem befindet sich in einem Zimmer ein Hochbett,  dass fast einer zweiten Ebene gleicht. 
Da sich meine WG auflöst,würde ich nun gern in eine Einzimmerwohnung ziehen.

Ich  würde mich über ein Wohnung in den Stadteilen, Moabit,  Wedding, Neokölln, Kreuzberg, Friedrichshain oder Prenzlauer Berg freuen. Ein Balkon wäre sehr wünschenswert, ist aber kein zwangsläufiges Muss. Die Wohnung sollte  idealerweise Typ Altbau sein und mindestens 35-40qm haben und nicht mehr als 550 warm kosten.
Für mehr infos, schreibt mich gern an.",0,0,52.497945,13.306287,1,0,2,1,,,,,,,,580,1100,1,0,0,220,2,8014462,,,0,0,0,,,,,,10709,8.656716417910447,0,,0,0,,0,0,Tausche Zweizimmerwohnung Charlottenburg-Wilmersdorf gegen Einzimmerwohnung,0,,800,0
Laubacher Str. 88,100,0,2020-07-01,0000-00-00,1,1,0,0,,0,0,1,0,1920,2,,,6,2,10,0,"Die Wohnung  befindet sich in der Nähe der U Bahn Rüdesheimer Platz, 5 Minuten Fußweg entfernt. 7 Minuten entfernt ist U und SBahn Bundesplatz, der Bus 101 fährt praktisch vor der Tür. 5 U Bahn Staionen zum Ku’damm, FU Thielplatz direkt per U Bahn unweit.
Citynah und im Grünen, beste Fahrrad Gegend.","Wir leben auf Lanzarote und sind am besten per email zu erreichen. Die Wohnung wird zur Zeit noch von einer Freundin bewohnt und kann in der folgenden Woche besichtigt werden. Für weitere Fragen stehen wir auch gern telefonisch zur Verfügung, wir rufen gern zurück. Unsere bisherigen Untermieter waren froh und glücklich in der Wohnung , leben heute wieder in der Heimat und sind Freunde geworden.","Liebe Interessenten, die Wohnung wird nur an eine Einzel Person vermietet. Es ist ein sehr ruhiges Haus in einer sehr ruhigen Lage. Keine WG Möglichkeit. Wir selbst leben im Süden und vermieten 2 Zimmer unserer schönen Altbau Wohnung dauerhaft. Ab und zu kommen wir nach Berlin und nutzen dann ein Zimmer für uns. Die Wohnung hat einen kleinen Garten, der von der Küche aus zu betreten ist. Ein grosses Bad mit Fenster, schöne Küche etc.",1,1,52.468812,13.319960,1,0,2,4,,,,,,,,800,1000,1,1,0,50,2,7974963,,,1,1,0,,,,,,14197,8.0,5,,1,1,,0,1,"2 große Zimmer in schöner Altbau Wohnung, Citynah im Grünen",0,,850,1
Kamminerstraße,55,0,2020-06-10,0000-00-00,0,0,0,0,,0,0,0,0,,,,,,1,0,0,,,I am renting 2 Rooms furnished flat from a company. All included in the Rent. Avaliable immediately.,1,0,52.526097,13.300239,0,0,2,0,,,,,,,,1150,1150,0,0,0,0,2,7942984,,,0,0,0,,,,,,10589,20.90909090909091,0,,0,0,,0,0,2 Rooms flat to rent,0,,1150,0
Bornholmer Straße 72,70,0,2020-06-10,0000-00-00,1,0,0,0,,0,0,0,0,,,,,,1,0,0,"Verkehrsgünstige Lage im Szenebezirk Prenzlauer Berg! Nur 4 Gehminuten bis zum S Bhf Bornholmer Straße (S1, S2, S25, S8), direkt vor der Tür die Haltestelle","Hell, unverbauter Blick (Kleingartenkolonie gegenüber); netter Kiez (""Nordisches Viertel"" im Prenzlberg), top Citylage.
Bezugsfertige Möblierung und Grundausstattung
Vorderhaus; Balkon; Keller; Abgeschlossenes Fahrradhäuschen im Innenhof.","VOLL MÖBLIERTE WOHNUNG IN TOP LAGE:
ca. 70 qm große, helle Wohnung im 3.OG mit 2 Zimmern sowie Küche (Einbauküche), Bad, Balkon und ein dazugehöriger Keller. Sehr gut geschnitten und verkehrsgünstig gelegen im schönen ""Nordischen Viertel"" (S-Bhf Bornholmer Straße, Tram vor der Tür, Schönhauser Allee fußläufig)!
Die Wohnung wurde 2018 vollständig renoviert und bezugsfertig eingerichtet.

Im sehr geräumigen Wohnzimmer gibt es einen Essbereich. Das Wohnzimmer hat einen kleinen Erker. Wohnzimmer und Schlafzimmer haben Stuckdecken. Vom Schlafzimmer gelangt man auf den kleinen Balkon.
Die Wohnung ist sehr gemütlich, modern und hell eingerichtet.
Ein weiteres Highlight der Wohnung ist der unverbaute Blick - gegenüber befindet sich eine Kleingartenkolonie, wodurch man einen wunderbaren freien und grünen Ausblick hat (vom Wohnzimmer und Schlafzimmer). Im Sommer sieht man schräg über der historisch bekannten ""Bösen Brücke"" wunderbare Sonnenuntergänge.",1,0,52.554105,13.403134,0,0,0,0,,,,,,,,1200,1600,0,0,0,,2,8041741,,,0,0,0,,,,,,10439,17.142857142857142,0,,0,0,,0,0,Wohnung zu vermieten,0,,1200,0
